track,artist,popularity,artist_popularity,artist_followers,duration_min,is_explicit,release_year,genre,album_tracks,hit_flag
Get Down,Uhfwea,49,30,193,1.85,1,2025,Other,1,0
wgft (feat. Burna Boy),Gunna,78,85,10342615,3.07,1,2025,melodic rap,25,1
Nights We Won't Remember,Night Acclaim,11,2,940,2.93,0,2025,Other,4,0
PRAY,Mandrazo,45,48,10272,3.14,0,2025,Other,3,0
Good To You,Lila Wilde,29,13,687,3.17,0,2025,Other,1,0
need u,Minzie,48,46,7240,2.43,0,2025,dark r&b,3,0
Clarity,Hanno,53,45,2752,2.97,0,2025,Other,1,0
forever be mine (feat. Wizkid),Gunna,64,85,10342615,2.88,1,2025,melodic rap,1,0
Sunshine,Luck,42,29,11860,3.6,1,2025,Other,17,0
Take Me Thru Dere,Metro Boomin,69,84,11683338,2.71,1,2025,Other,24,0
The Subway,Chappell Roan,87,82,7310428,4.2,1,2025,Other,1,1
What Love Feels Like (feat. Nathan Nicholson),Frank Walker,50,50,114271,3.35,0,2025,Other,1,0
Crazy,Myles Lloyd,72,56,38082,2.71,1,2025,Other,1,1
Free Your Mind,Honey Gentry,26,34,35406,4.21,0,2025,Other,1,0
I Think I Like You Better When You’re Gone,Reneé Rapp,80,72,1261419,2.38,1,2025,Other,12,1
Leave Me Alone,Reneé Rapp,73,72,1262133,2.36,1,2025,Other,12,1
No 1 But U,Olivia Bragoli,32,20,1099,2.82,0,2025,Other,1,0
Is It a Crime,Mariah the Scientist,69,73,1178436,3.02,1,2025,alternative r&b,2,0
Hurt Me Most,weknewnothing,41,27,3637,2.36,0,2025,Other,6,0
It Depends (feat. Bryson Tiller),Chris Brown,79,87,28327351,4.53,1,2025,r&b,1,1
Back in the Saddle,Luke Combs,76,83,13397845,3.55,0,2025,country,1,1
Which One (feat. Central Cee),Drake,83,95,103067383,2.81,1,2025,rap,1,1
WRONG,Chris Grey,76,72,968416,2.95,0,2025,dark r&b,2,1
My Girl,Isabel LaRosa,66,71,2569728,2.95,0,2025,Other,1,0
Talk Tonight,Kenzo Cregan,41,27,3665,3.1,0,2025,Other,2,0
d£aler,Lola Young,75,77,1460038,2.67,1,2025,Other,3,1
End Of Summer,Tame Impala,72,84,9509731,7.2,0,2025,neo-psychedelic,1,1
Girlie-Pop!,Amaarae,34,64,577324,2.06,0,2025,alté,2,0
12 to 12,sombr,85,85,2802094,4.04,0,2025,Other,1,1
To Be Free,Sam Smith,61,81,26278854,4.25,0,2025,soft pop,1,0
Too Toxic,Ashlee Keating,41,23,2754,2.43,0,2025,Other,1,0
Kinda Like,Bruklin,45,40,4550,2.72,0,2025,Other,1,0
Na Sua Estação,Emm Nascimento,13,2,42,3.41,0,2025,Other,1,0
Sugar On My Tongue,"Tyler, The Creator",90,86,24420596,2.55,1,2025,Other,10,1
Surrender,Besomorph,48,58,146969,2.72,1,2025,slap house,1,0
third degree,davvn,41,36,32967,3.13,1,2025,Other,3,0
Time,Sim Lakia,18,4,810,2.78,0,2025,Other,1,0
used to,Alaina Castillo,34,46,173092,3.46,0,2025,Other,1,0
Eternity,Alex Warren,87,84,2885506,3.15,0,2025,Other,21,1
All This Time,Sonny Fodera,65,66,306513,3.73,0,2025,house,1,0
This is the Killer Speaking,The Last Dinner Party,59,66,668762,4.91,1,2025,Other,1,0
Happy Then,AKI,48,45,754,2.05,0,2025,Other,1,0
I Can’t Lose,Jonas Brothers,62,75,7761454,3.05,0,2025,Other,1,0
Perfectly,FKA twigs,57,63,1441722,3.84,0,2025,art pop,1,0
Vim Ti Agradecer,Paulo Henrique David,16,14,979,4.74,0,2025,agronejo,1,0
WANT U,BURY,43,52,21811,2.59,0,2025,dark r&b,3,0
Real Love,Antonin Herbeck,36,27,268,3.89,0,2025,Other,1,0
SOULFUL,Justin Bieber,59,91,85034636,0.61,1,2025,pop,21,0
STANDING ON BUSINESS,Justin Bieber,57,91,85008100,0.83,1,2025,pop,21,0
GLORY VOICE MEMO,Justin Bieber,61,91,85022258,1.4,0,2025,pop,21,0
GO BABY,Justin Bieber,75,91,85034636,3.24,0,2025,pop,21,1
i lied,Cheyanne,59,49,19227,2.76,1,2025,dark r&b,3,0
i'm still alone,"sorry, alone",47,29,546,2.62,1,2025,Other,3,0
JUMP,BLACKPINK,90,81,56152334,2.74,0,2025,k-pop,1,1
405,Justin Bieber,63,91,85008100,3.54,0,2025,pop,21,0
ALL I CAN TAKE,Justin Bieber,71,91,85050158,4.12,0,2025,pop,21,1
Alright,Scoobert Doobert,45,36,5521,3.36,0,2025,Other,1,0
BUTTERFLIES,Justin Bieber,67,91,85008100,3.22,0,2025,pop,21,0
no one ever warns you,Olivia Soli,32,15,2381,3.25,0,2025,Other,1,0
Out Of The Dark,LMNT 115,52,35,5813,2.53,0,2025,Other,1,0
SWAG,Justin Bieber,65,91,85008100,2.5,1,2025,pop,21,0
SWEET SPOT,Justin Bieber,66,91,85022258,3.08,1,2025,pop,21,0
THERAPY SESSION,Justin Bieber,58,91,85022258,1.31,1,2025,pop,21,0
THINGS YOU DO,Justin Bieber,70,91,85022258,1.8,0,2025,pop,21,1
TOO LONG,Justin Bieber,65,91,85008100,3.07,1,2025,pop,21,0
Vodka Cranberry,Conan Gray,72,79,12428221,4.09,0,2025,Other,2,1
WALKING AWAY,Justin Bieber,74,91,85008100,4.06,1,2025,pop,21,1
WAY IT IS,Justin Bieber,71,91,85008100,3.25,0,2025,pop,21,1
YUKON,Justin Bieber,86,91,85034636,2.73,0,2025,pop,21,1
ZUMA HOUSE,Justin Bieber,59,91,85008100,1.38,0,2025,pop,21,0
Crash the Car,RiSi,23,11,1182,3.07,0,2025,Other,3,0
DADZ LOVE,Justin Bieber,61,91,85008100,2.41,0,2025,pop,21,0
DAISIES,Justin Bieber,91,91,85008100,2.94,0,2025,pop,21,1
DEVOTION,Justin Bieber,72,91,85008100,3.9,0,2025,pop,21,1
Eu confio em Deus,Friends & Praise,19,5,37,5.01,0,2025,Other,1,0
FIRST PLACE,Justin Bieber,65,91,85008100,3.34,0,2025,pop,21,0
FORGIVENESS,Marvin Winans,57,47,168546,1.51,0,2025,gospel,21,0
6 foot with my boots on,Cwby,39,37,11588,2.87,0,2025,Other,1,0
u wanted me,Waytoolost,38,21,169,2.01,0,2025,Other,3,0
Survive,Lewis Capaldi,78,79,14043382,3.75,0,2025,soft pop,1,1
Sweat On Your Skin,Rumelis,53,48,8682,2.33,1,2025,dark r&b,3,0
Sweat On Your Skin - Slowed,Rumelis,46,49,8802,2.47,1,2025,dark r&b,3,0
undertones (therapy on my wishlist),Chelan,45,35,11991,2.47,0,2025,Other,2,0
David,Lorde,78,80,10541250,3.41,0,2025,Other,11,1
Dirty Work (feat. Flo Milli),aespa,54,76,9769257,3.0,1,2025,k-pop,4,0
Last One To Know,Gavin Adcock,72,71,476523,2.95,0,2025,country,2,1
Always Love featuring Hyunjin (Stray Kids),d4vd,72,79,4683168,3.3,0,2025,Other,1,1
Beach Babe,Xander Ward,44,35,729,3.55,0,2025,Other,3,0
Casual,Valentin,34,40,2157,3.76,1,2025,Other,1,0
Meant To Be,Besomorph,47,58,146969,2.95,0,2025,slap house,1,0
On My Mind,Alex Warren,70,84,2885506,3.15,0,2025,Other,1,1
not a love song,Elvis Drew,52,55,68408,3.1,1,2025,dark r&b,3,0
F1,Hans Zimmer,63,77,4780589,3.22,0,2025,soundtrack,32,0
Free,Rumi,91,72,220991,3.13,0,2025,Other,12,1
Gabriela,KATSEYE,92,82,5242034,3.28,0,2025,k-pop,2,1
Not Like That Anymore,Lola Young,64,77,1461346,3.37,1,2025,Other,2,0
Outside,Cardi B,67,81,25956015,3.44,1,2025,Other,1,0
Phantom,EsDeeKid,82,74,253650,1.82,1,2025,Other,11,1
Soda Pop,Saja Boys,94,80,2234812,2.51,0,2025,Other,12,1
Strategy,TWICE,84,83,23342437,2.81,0,2025,k-pop,12,1
Takedown,HUNTR/X,91,87,3568209,3.03,0,2025,k-pop,12,1
"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",TWICE,86,83,23326731,3.01,0,2025,k-pop,12,1
What It Sounds Like,HUNTR/X,92,87,3568209,4.17,0,2025,k-pop,12,1
6 Months Later,Megan Moroney,76,73,1163610,3.04,0,2025,country,1,1
All over me,HAIM,52,65,1436277,3.37,0,2025,Other,15,0
Golden,HUNTR/X,99,87,3551538,3.24,0,2025,k-pop,12,1
How It’s Done,HUNTR/X,93,87,3535849,2.93,0,2025,k-pop,12,1
You Don't,Anna Marx,43,34,1693,2.36,0,2025,Other,3,0
Your Idol,Saja Boys,93,80,2234812,3.19,0,2025,Other,12,1
Wide Open Spaces,Revline,49,47,505,2.33,0,2025,country,12,0
Perfect Timing,YGF DEVO,36,24,162,3.42,1,2025,Other,7,0
Should've Been A Cowboy,Revline,50,47,509,2.25,0,2025,country,12,0
Cruise,Revline,46,47,491,3.44,0,2025,country,12,0
Drink In My Hand,Revline,48,47,505,3.16,0,2025,country,12,0
Dust On The Bottle,Revline,50,47,491,3.56,0,2025,country,12,0
"Forever And Ever, Amen",Revline,48,47,491,3.13,0,2025,country,12,0
Neon Moon,Revline,48,47,498,2.6,0,2025,country,12,0
It's A Great Day To Be Alive,Revline,48,47,505,2.43,0,2025,country,12,0
Til I'm Blue,Alexander Nate,48,45,28641,3.42,0,2025,Other,9,0
Wagon Wheel,Revline,49,47,505,2.32,0,2025,country,12,0
Bad Habits,YGF DEVO,36,24,162,3.07,1,2025,Other,7,0
Before He Cheats,Revline,45,47,505,2.45,0,2025,country,12,0
Boot Scootin' Boogie,Revline,48,47,491,2.56,0,2025,country,12,0
Chasin’ a Mil,YGF DEVO,30,24,162,3.2,1,2025,Other,7,0
Chattahoochee,Revline,48,47,491,2.1,0,2025,country,12,0
Bleed,NAYM,43,37,8703,2.54,1,2025,dark r&b,3,0
Time,Dreycee,14,12,402,2.81,0,2025,amapiano,2,0
Never Let This Go,Alexander Merlin,21,27,1978,2.78,0,2025,Other,3,0
Hachikō,Fujii Kaze,59,74,4571036,4.5,0,2025,j-pop,1,0
Folded,Kehlani,88,78,8661889,3.96,0,2025,Other,1,1
BF,YULEE,42,24,679,2.75,0,2025,Other,1,0
Centerfold,G-Epic,40,22,64,3.07,1,2025,Other,1,0
Aquamarine,Addison Rae,70,74,1366758,2.71,0,2025,Other,12,1
Broken Halo,Ericovich,35,41,11030,2.42,0,2025,nightcore,1,0
Headphones On,Addison Rae,70,74,1366758,4.0,0,2025,Other,12,1
In The Rain,Addison Rae,68,74,1364231,3.56,0,2025,Other,12,0
Couldn't Wait For You,Jordan Parker,44,34,2657,3.33,0,2025,Other,1,0
CUNTISSIMO,MARINA,64,72,6114655,4.01,1,2025,Other,13,0
Diet Pepsi,Addison Rae,82,74,1364231,2.82,0,2025,Other,12,1
Fame is a Gun,Addison Rae,80,74,1364231,3.05,0,2025,Other,12,1
Fight Like A Girl (feat. K.Flay),Evanescence,50,75,6165678,3.1,0,2025,alternative metal,1,0
LIKE YOU DO,NJOMZA,39,45,50314,3.83,0,2025,Other,1,0
Love Again,Kenzo Cregan,38,27,3666,3.24,0,2025,Other,1,0
No Broke Boys,Disco Lines,92,75,275333,2.73,1,2025,stutter house,1,1
Times Like These,Addison Rae,67,74,1364231,3.87,0,2025,Other,12,0
Sapphire,Ed Sheeran,83,88,122802777,2.98,0,2025,soft pop,1,1
Manchild,Sabrina Carpenter,86,91,26516295,3.56,1,2025,pop,1,1
LEMON NOD,Flight,39,37,103691,1.9,1,2025,Other,1,0
Nice To Each Other,Olivia Dean,86,88,1524283,3.48,0,2025,pop soul,1,1
THE LOVER,Kae,42,50,25025,2.34,0,2025,dark r&b,8,0
Zombie,YUNGBLUD,69,73,3204129,4.11,0,2025,Other,3,0
Just Keep Watching (From F1® The Movie),Tate McRae,90,88,9256589,2.37,0,2025,pop,1,1
Easy Lover,Miley Cyrus,68,81,26561582,3.11,0,2025,country pop,13,0
End of the World,Miley Cyrus,66,81,26564677,4.17,0,2025,country pop,13,0
Fame is a Gun,Addison Rae,72,74,1364231,3.05,0,2025,Other,1,1
Fiction,Xander Ward,39,34,727,2.88,0,2025,Other,2,0
Girls Like You,Sofia Camara,63,59,92183,3.59,0,2025,Other,1,0
Man Of The Year,Lorde,36,80,10539134,3.0,0,2025,Other,2,0
Miracle,Millows,27,41,2489,2.2,0,2025,hypertechno,1,0
No Division (feat. XSALT),Charlotte de Witte,58,60,1214137,6.11,0,2025,acid techno,2,0
Not Possible,Ana Shine,55,45,27568,2.55,0,2025,Other,1,0
STRONG MEN,Og1savage,21,6,141,2.52,1,2025,highlife,13,0
The Reason,League Minimum,35,40,507,2.22,0,2025,Other,11,0
Mina Kupenda,Thierry Von Der Warth,67,62,47263,2.06,0,2025,tropical house,1,0
cliché,mgk,53,78,5642925,2.93,0,2025,Other,1,0
Get Gone,Munboi,37,24,818,2.48,0,2025,Other,3,0
3AM,League Minimum,36,40,502,2.52,0,2025,Other,11,0
Breakeven,League Minimum,48,40,507,2.64,0,2025,Other,11,0
Can't Decide,Max Dean,73,59,45843,2.92,0,2025,house,1,1
Somewhere Over Laredo,Lainey Wilson,69,73,1538992,3.76,0,2025,country,1,0
Bloodline,Alex Warren,79,84,2896488,3.03,0,2025,Other,1,1
Under Your Skin,Bruklin,44,40,4549,3.0,0,2025,Other,1,0
I.R.M.F.,Lyrical Reign,23,8,34,3.02,1,2025,Other,1,0
"farewell, kacey",Sopperior,34,30,2957,1.31,0,2025,Other,3,0
Come On Home,The Sound Mind Network,21,6,46,3.75,0,2025,Other,1,0
Don’t Say You Love Me,Jin,88,80,9703374,3.01,0,2025,k-pop,7,1
I Got Better,Morgan Wallen,54,88,13999205,3.41,0,2025,country,37,0
20 Cigarettes,Morgan Wallen,49,88,14005617,2.68,0,2025,country,37,0
Afrocat (Fortune Cookie),Sandra Iris,41,37,2184,2.08,0,2025,Other,3,0
Miss You,Ali Gatie,40,64,2174956,2.18,0,2025,Other,1,0
Monster Paradise,Naeleck,65,66,115232,2.75,0,2025,electro house,1,0
One Thing,Lola Young,78,77,1462626,3.48,1,2025,Other,1,1
What I Want (feat. Tate McRae),Morgan Wallen,86,88,14005617,3.07,0,2025,country,37,1
Bottle Rockets (feat. Hootie & The Blowfish),Scotty McCreery,71,61,1143926,3.92,0,2025,country,1,1
Head,Ava Beathard,38,26,7366,3.66,0,2025,Other,10,0
The Good Life,R2,52,42,483,2.35,0,2025,Other,1,0
Tonight,Rumelis,49,49,8802,2.51,1,2025,dark r&b,3,0
Illegal,PinkPantheress,81,78,4759233,2.49,0,2025,bedroom pop,9,1
Breathe,Skinny Dippers,39,26,4188,3.05,0,2025,Other,1,0
LIFESTYLE,Paul James,38,24,671,3.03,1,2025,Other,1,0
moody,Royel Otis,63,73,576895,2.93,1,2025,indie,1,0
Young & Dumb (feat. Simple Plan),Avril Lavigne,61,76,12004691,2.77,0,2025,Other,1,0
Good Love,L. Charlemagne,12,2,33,3.3,0,2025,drumstep,11,0
Beast Mode,DJ Khamel,12,8,10,2.3,0,2025,Other,18,0
Shot Callin,YoungBoy Never Broke Again,73,85,14958573,3.75,1,2025,Other,1,1
Priceless (feat. LISA),Maroon 5,70,85,45764832,2.72,0,2025,pop,1,1
She Ready,Key Glock,63,73,2398201,2.98,1,2025,Other,18,0
TU SANCHO,Fuerza Regida,87,89,19797218,2.96,1,2025,corrido,12,1
Burning Blue,Mariah the Scientist,72,73,1180085,3.42,0,2025,alternative r&b,1,1
Marlboro Rojo,Fuerza Regida,87,89,19735177,3.06,1,2025,corrido,12,1
Amanhecer,Daya Blaze,5,2,0,3.01,0,2025,Other,1,0
Lose My Mind (feat. Doja Cat) [From F1® The Movie],Don Toliver,83,85,7465428,3.48,0,2025,Other,1,1
Gnarly,KATSEYE,88,82,5242034,2.28,1,2025,k-pop,1,1
I Been On,Commma,24,8,155,3.13,1,2025,Other,1,0
Bad Habit,Sadfriendd,46,56,130326,1.99,1,2025,phonk,1,0
"The Path - from The Last of Us: Season 2""""",Gustavo Santaolalla,28,63,394210,2.24,0,2025,soundtrack,1,0
touch me,Ex Habit,53,59,130194,2.73,1,2025,dark r&b,3,0
Pray To Me,Besomorph,44,58,146944,2.75,0,2025,slap house,1,0
Prove It!,Sam Plourd,46,28,309,3.85,0,2025,Other,1,0
Sailor Song,Gigi Perez,86,75,1643950,3.53,0,2025,Other,12,1
Sirius,Sandra Iris,41,37,2091,2.75,0,2025,Other,2,0
Feel It,d4vd,30,79,4684957,2.63,0,2025,Other,15,0
Engraved On Your Skin,Elvis Drew,47,55,68465,3.46,0,2025,dark r&b,3,0
What Was That,Lorde,41,80,10539134,3.48,0,2025,Other,1,0
Amen,Shaboozey,56,75,1448613,3.29,0,2025,Other,1,0
Mystical Magical,Benson Boone,82,83,7045466,2.76,0,2025,Other,1,1
77 - feat. Avril Lavigne,Billy Idol,44,71,2462227,2.89,0,2025,Other,2,0
FREAKY,Daveedtheking,19,5,58,2.58,1,2025,Other,1,0
Crowd Caffeine,SOFIA ISELLA,50,55,557085,3.37,0,2025,Other,3,0
Don't Fall In Love,Rumelis,49,49,8741,2.52,1,2025,dark r&b,3,0
En 4,Kenia Os,57,70,6640767,3.1,1,2025,reggaeton mexa,1,0
Famous,Isabel LaRosa,52,71,2571784,2.98,0,2025,Other,14,0
Breathe,Beneld,47,53,19064,2.74,0,2025,dark r&b,3,0
Real Life Fantasy,Edward Maya,36,66,342955,2.46,0,2025,Other,1,0
Smokestack Twins,Ludwig Göransson,48,64,425177,3.47,0,2025,soundtrack,19,0
NEVER EVER,Omido,55,59,72278,2.98,0,2025,dark r&b,3,0
Vem Nin Mim Bebê,TÚLIO PEREIRA,31,13,17,3.13,0,2025,Other,1,0
Headphones On,Addison Rae,65,74,1364231,4.0,0,2025,Other,1,0
I Wanna Be Yours - Namira Remix - Radio Edit,Namira,36,18,91,2.85,0,2025,Other,1,0
In The Air Tonight,Marilyn Manson,55,71,4968982,5.02,0,2025,industrial metal,2,0
Street Stories,Daya Blaze,4,2,0,3.42,0,2025,Other,6,0
Blue Strips,Jessie Murph,74,76,1626341,2.45,0,2025,Other,2,1
conversations,Chelan,36,35,11989,2.35,1,2025,Other,1,0
Five Roses,Nic Dean,38,41,30239,1.85,0,2025,dark r&b,2,0
Forever,ZULAN,70,53,33160,2.65,0,2025,uk garage,1,1
Ghosttown,BURY,44,52,21748,2.1,0,2025,dark r&b,3,0
What An Awesome God,Phil Wickham,67,70,1300663,3.53,0,2025,worship,6,0
Ubatuba,DJ Khamel,12,8,10,2.93,0,2025,Other,1,0
Disobey,Dylan Tha Only Child,14,3,24,3.34,1,2025,Other,1,0
Man on a Bench (Um Um Um),ConKi,56,61,26095,2.24,0,2025,Other,1,0
Cozinhar em Harmonia,DJ Khamel,15,8,10,4.0,0,2025,Other,1,0
Fernando de Noronha,DJ Khamel,11,8,10,2.61,0,2025,Other,3,0
Deus em tudo,Daya Blaze,5,2,0,4.0,0,2025,Other,1,0
Voando Alto,DJ Khamel,12,8,10,1.97,0,2025,Other,1,0
Lollapalooza,Daya Blaze,0,1,0,3.3,0,2025,Other,1,0
Paraty Mirim,DJ Khamel,0,8,10,2.5,0,2025,Other,1,0
Shine Like Stars,Benji,57,55,3650,3.76,0,2025,afro house,1,0
Azizam,Ed Sheeran,84,88,122773292,2.7,0,2025,soft pop,1,1
Still Mine,Nck,46,32,2505,2.15,0,2025,Other,1,0
Demure Waves,DJ Khamel,0,8,10,2.71,0,2025,Other,1,0
dandelion,Ariana Grande,50,90,107401919,3.41,0,2025,pop,19,0
eternal sunshine,Ariana Grande,63,90,107401919,3.5,0,2025,pop,19,0
Bar None,Jordan Davis,70,71,1615711,2.88,0,2025,country,1,1
Love Mess,shotty,18,11,325,3.64,0,2025,Other,1,0
intro (end of the world) - extended,Ariana Grande,48,90,107374593,2.68,0,2025,pop,19,0
twilight zone,Ariana Grande,73,90,107389514,3.3,0,2025,pop,19,1
warm,Ariana Grande,48,90,107374593,3.36,0,2025,pop,19,0
twilight zone,Ariana Grande,72,90,107374593,3.3,0,2025,pop,38,1
Need Me,Rumelis,49,48,8682,2.28,1,2025,dark r&b,3,0
Ontario,Xander Ward,42,35,729,3.52,0,2025,Other,1,0
DEAD WEIGHT,Maya Kuriel,22,19,9683,2.49,0,2025,Other,1,0
Younger And Hotter Than Me,Selena Gomez,53,81,53263844,3.16,0,2025,Other,14,0
undressed,sombr,85,85,2789144,3.03,0,2025,Other,1,1
First Song,Roga.,62,46,64215,1.69,0,2025,Other,5,0
Breakeven,Valentin,45,40,2158,4.07,0,2025,Other,1,0
My Soul,Steeg,47,43,769,2.57,0,2025,Other,1,0
NO MAR EU VOU NAVEGAR,Daya Blaze,5,2,0,3.35,1,2025,Other,1,0
southbound,Artemas,73,74,1378074,2.29,1,2025,Other,2,1
CLASSY,Cloud,42,31,10130,2.76,1,2025,Other,1,0
TOXIC (with Skepta),Playboi Carti,79,86,15026799,2.25,1,2025,rage rap,30,1
Anxiety,Doechii,74,76,3228538,4.15,1,2025,Other,20,1
Mission,Ely Oaks,35,72,190171,1.97,0,2025,hypertechno,1,0
King,RIELL,45,52,78423,2.98,0,2025,Other,21,0
The Giver,Chappell Roan,73,82,7305071,3.37,0,2025,Other,1,1
Face to Face (Let Me Love You),Sugar Jesus,50,47,4569,2.6,0,2025,Other,1,0
Headlock - Slowed,Elliot Sutton,52,57,22061,3.87,0,2025,Other,4,0
Handlebars (feat. Dua Lipa),JENNIE,75,81,12320084,3.07,1,2025,k-pop,15,1
Intro : JANE with FKJ,JENNIE,61,81,12337033,1.63,0,2025,k-pop,15,0
CURSE or SPELL,weeklyn,20,30,6934,2.9,0,2025,emo rap,1,0
Damn Right (feat. Childish Gambino & Kali Uchis),JENNIE,68,81,12320084,3.84,1,2025,k-pop,15,0
Die With A Smile,Lady Gaga,86,89,42275793,4.19,0,2025,art pop,14,1
ExtraL (feat. Doechii),JENNIE,77,81,12320084,2.79,1,2025,k-pop,15,1
F.T.S.,JENNIE,63,81,12320084,2.54,1,2025,k-pop,15,0
Filter,JENNIE,65,81,12320084,2.52,1,2025,k-pop,15,0
Garden Of Eden,Lady Gaga,74,88,42256604,3.99,0,2025,art pop,14,1
Seoul City,JENNIE,71,81,12337033,2.73,0,2025,k-pop,15,1
Starlight,JENNIE,66,81,12328041,2.8,1,2025,k-pop,15,0
start a war,JENNIE,68,81,12328041,2.75,1,2025,k-pop,15,0
twin,JENNIE,62,81,12320084,3.48,0,2025,k-pop,15,0
like JENNIE,JENNIE,87,81,12320084,2.05,1,2025,k-pop,15,1
Love Hangover (feat. Dominic Fike),JENNIE,72,81,12337033,3.0,1,2025,k-pop,15,1
Mantra,JENNIE,79,81,12328041,2.27,1,2025,k-pop,15,1
with the IE (way up),JENNIE,73,81,12337033,2.73,1,2025,k-pop,15,1
ZEN,JENNIE,70,81,12337033,3.35,1,2025,k-pop,15,1
Abracadabra,Lady Gaga,81,88,42237551,3.72,0,2025,art pop,14,1
Run It Up,Hanumankind,65,66,876436,2.89,1,2025,malayalam hip hop,1,0
Why Them?,Catlea,31,23,55684,3.02,0,2025,melodic bass,10,0
Zombie,Last Call,48,49,2083,2.51,0,2025,Other,8,0
505,Last Call,55,49,2100,2.58,0,2025,Other,8,0
Amazed,JD & The Straight Chasers,52,49,1874,2.87,0,2025,Other,7,0
Anxiety,Doechii,79,76,3227707,4.15,1,2025,Other,2,1
Creep,Last Call,59,49,2083,2.52,0,2025,Other,8,0
Everlong,Last Call,53,49,2083,2.49,0,2025,Other,8,0
Fishin' In The Dark,JD & The Straight Chasers,53,49,1866,2.59,0,2025,Other,7,0
Sex On Fire,October Surprise,57,48,1921,2.33,0,2025,Other,8,0
She's Country,JD & The Straight Chasers,54,49,1874,2.25,0,2025,Other,7,0
Something Like That,JD & The Straight Chasers,50,49,1855,2.97,0,2025,Other,7,0
Sweet Disposition,October Surprise,52,48,1950,2.13,0,2025,Other,8,0
Tennessee Whiskey,JD & The Straight Chasers,54,49,1874,4.73,0,2025,Other,7,0
What Hurts The Most,JD & The Straight Chasers,51,49,1874,2.46,0,2025,Other,7,0
Life Is A Highway,JD & The Straight Chasers,55,49,1866,4.51,0,2025,Other,7,0
I Hate Your Ex-Girlfriend (feat. Doechii),BANKS,48,56,1078897,2.39,1,2025,Other,12,0
Truth or Dare,Ana Shine,54,45,27568,2.61,0,2025,Other,1,0
Like I do,Tate McRae,65,88,9249502,3.03,1,2025,pop,16,0
Means I care,Tate McRae,64,88,9241516,2.93,1,2025,pop,16,0
Miss possessive,Tate McRae,68,88,9249502,2.31,1,2025,pop,16,0
No I'm not in love,Tate McRae,64,88,9241516,2.83,0,2025,pop,16,0
Nostalgia,Tate McRae,63,88,9241516,3.05,1,2025,pop,16,0
2 hands,Tate McRae,65,88,9256589,3.04,1,2025,pop,16,0
bloodonmyhands (feat. Flo Milli),Tate McRae,68,88,9256589,2.7,1,2025,pop,16,0
Greenlight,Tate McRae,64,88,9249502,2.75,1,2025,pop,16,0
I know love (feat. The Kid LAROI),Tate McRae,65,88,9249502,2.6,1,2025,pop,16,0
It's ok I'm ok,Tate McRae,65,88,9241516,2.61,1,2025,pop,16,0
Dear god,Tate McRae,68,88,9265406,2.85,0,2025,pop,16,0
Purple lace bra,Tate McRae,67,88,9249502,3.18,0,2025,pop,16,0
Revolving door,Tate McRae,68,88,9256589,3.0,1,2025,pop,16,0
Signs,Tate McRae,65,88,9241516,2.89,1,2025,pop,16,0
Siren sounds (bonus),Tate McRae,76,88,9256589,3.06,0,2025,pop,16,1
Sports car,Tate McRae,69,88,9256589,2.75,0,2025,pop,16,0
Purple lace bra,Tate McRae,67,88,9249502,3.18,0,2025,pop,15,0
Restart,Melodream,35,39,1586,2.62,0,2025,Other,1,0
Revolving door,Tate McRae,85,88,9241516,3.0,1,2025,pop,15,1
Shake It To The Max (FLY) - Remix,MOLIY,85,73,197500,2.97,1,2025,alté,1,1
Sports car,Tate McRae,66,88,9256589,2.75,0,2025,pop,15,0
Like I do,Tate McRae,66,88,9249502,3.03,1,2025,pop,15,0
Miss possessive,Tate McRae,76,88,9249502,2.31,1,2025,pop,15,1
No I'm not in love,Tate McRae,61,88,9256589,2.83,0,2025,pop,15,0
Dear god,Tate McRae,68,88,9241516,2.85,0,2025,pop,15,0
Greenlight,Tate McRae,66,88,9241516,2.75,1,2025,pop,15,0
Happen To Me,Russell Dickerson,59,65,587206,3.06,0,2025,country,1,0
I know love (feat. The Kid LAROI),Tate McRae,73,88,9249502,2.6,1,2025,pop,15,1
La La La,CADDY,48,38,963,3.31,0,2025,Other,1,0
Sports car,Tate McRae,86,88,9256589,2.75,0,2025,pop,16,1
La Plena - W Sound 05,W Sound,89,73,812534,2.5,1,2025,Other,1,1
so sick,Right Right,40,27,200,3.16,0,2025,Other,9,0
We Are Not Broken,Matt Goss,23,16,9639,3.71,0,2025,trance,1,0
Busy Woman,Sabrina Carpenter,82,91,26559943,3.11,1,2025,pop,17,1
NOKIA,Drake,85,95,103039388,4.01,1,2025,rap,21,1
We Hug Now,Sydney Rose,80,63,340502,4.14,0,2025,Other,1,1
tweaker - Acoustic,raysoo,0,10,355,2.12,0,2025,Other,1,0
Show Me Love,WizTheMc,86,73,226566,2.94,0,2025,Other,1,1
Ordinary,Alex Warren,90,84,2880337,3.11,0,2025,Other,1,1
Do It Again,Johnning,44,51,43179,3.26,0,2025,Other,1,0
Born Again (feat. Doja Cat & RAYE),LISA,72,75,13273537,3.85,1,2025,k-pop,1,1
Abracadabra,Lady Gaga,81,88,42256604,3.72,0,2025,art pop,1,1
Baptized In Fear,The Weeknd,71,93,112918137,3.86,0,2025,r&b pop,22,1
